worker_id,worker_name,worker_profession,worker_experience,worker_rating,worker_number,worker_address,Latitude,Longitude
BD-1005,Vijay Srivastava,HVAC Technician,15.0,3.7,9133355835,"Shyam Nagar, Kanpur",26.418958,80.255942
BD-1006,Prakash Srivastava,Roofer,15.0,4.0,9427255898,"Bhauti, Kanpur",26.500595,80.269619
BD-1007,Vijay Tripathi,Landscaper,13.0,4.8,9400592256,"Govind Nagar, Kanpur",26.419329,80.351913
BD-1008,Ravi Pal,Electrician,8.0,3.7,9474498421,"Mandhana, Kanpur",26.473164,80.322288
BD-1009,Naresh Pal,Plumber,20.0,4.0,9349101420,"Civil Lines, Kanpur",26.420923,80.410714
BD-1010,Prakash Pal,Handyman,17.0,3.8,9361958795,"Indira Nagar, Kanpur",26.419116,80.272515
BD-1011,Ankit Singh,General Contractor,12.0,4.2,9054624121,"Ganga Barrage, Kanpur",26.436364,80.376122
BD-1012,Arjun Khan,Plumber,17.0,4.6,9324472995,"Kalpi Road, Kanpur",26.43425,80.4123
BD-1013,Deepak Yadav,Electrician,6.0,4.6,9462382317,"Sarvodaya Nagar, Kanpur",26.393373,80.309867
BD-1014,Gaurav Verma,Glazier,22.0,4.5,9012580317,"Bhauti, Kanpur",26.503448,80.305759
BD-1015,Ankit Singh,Handyman,8.0,3.9,9045774040,"Saket Nagar, Kanpur",26.421971,80.252938
BD-1016,Ajay Tiwari,General Contractor,22.0,4.5,9367964276,"Chakeri, Kanpur",26.386108,80.385595
BD-1017,Ajay Singh,Structural Engineer,2.0,4.2,9836308128,"Harjinder Nagar, Kanpur",26.421004,80.278919
BD-1018,Rohit Srivastava,HVAC Technician,3.0,4.9,9500732337,"Arya Nagar, Kanpur",26.494624,80.31551
BD-1019,Nikhil Pal,Mason,11.0,4.1,9434367712,"Barra 7, Kanpur",26.468769,80.323127
BD-1020,Salman Pal,Mason,1.0,4.8,9458716192,"Kalpi Road, Kanpur",26.476902,80.312843
BD-1021,Vikas Tiwari,Architect,21.0,4.5,9934933172,"Saket Nagar, Kanpur",26.437015,80.340353
BD-1022,Imran Khan,Structural Engineer,13.0,4.7,9886833842,"Jawahar Nagar, Kanpur",26.460067,80.350823
BD-1023,Deepak Verma,Plumber,3.0,3.9,9998492015,"Barra 3, Kanpur",26.419607,80.262335
BD-1024,Arjun Srivastava,Carpenter,15.0,4.8,9670164626,"Saket Nagar, Kanpur",26.385322,80.293677
BD-1025,Naresh Tripathi,Welder,17.0,4.6,9407531319,"Chakeri, Kanpur",26.419453,80.387811
BD-1026,Vikas Maurya,Structural Engineer,8.0,4.0,9172674258,"Chunni Ganj, Kanpur",26.513657,80.264278
BD-1027,Ravi Singh,Flooring Installer,1.0,4.4,9857680201,"Govind Nagar, Kanpur",26.437139,80.414108
BD-1028,Imran Tiwari,Mason,7.0,4.4,9421829894,"Ganga Barrage, Kanpur",26.471511,80.376029
BD-1029,Imran Maurya,Painter,3.0,4.8,9895857843,"Eldeco Colony, Kanpur",26.429945,80.259847
BD-1030,Arjun Verma,Architect,4.0,3.6,9507030652,"Mandhana, Kanpur",26.46982,80.34188
BD-1031,Rahul Verma,Architect,12.0,4.1,9803906095,"Kalpi Road, Kanpur",26.48933,80.260303
BD-1032,Arjun Khan,Welder,17.0,4.2,9994633092,"Civil Lines, Kanpur",26.4131,80.388
BD-1033,Ankit Khan,Structural Engineer,7.0,4.6,9881029448,"Govind Nagar, Kanpur",26.495989,80.344276
BD-1034,Rahul Tiwari,Plumber,17.0,3.7,9031203829,"Barra 2, Kanpur",26.461065,80.371268
BD-1035,Naresh Tiwari,Carpenter,20.0,4.1,9066817751,"Tilak Nagar, Kanpur",26.492839,80.384953
BD-1036,Ravi Tripathi,Landscaper,13.0,3.9,9980593259,"Ashok Nagar, Kanpur",26.461271,80.403911
BD-1037,Manoj Gupta,Plumber,9.0,4.9,9068295938,"Arya Nagar, Kanpur",26.380418,80.358994
BD-1038,Arjun Sharma,General Contractor,10.0,4.0,9968425714,"Mandhana, Kanpur",26.434651,80.370018
BD-1039,Rohit Pal,Welder,11.0,4.7,9017022158,"Kidwai Nagar, Kanpur",26.424493,80.310553
BD-1040,Nikhil Tiwari,Mason,5.0,5.0,9115365654,"Bithoor, Kanpur",26.412541,80.419492
BD-1041,Vijay Gupta,Handyman,1.0,3.7,9214418046,"Sarvodaya Nagar, Kanpur",26.51664,80.322531
BD-1042,Salman Srivastava,Mason,14.0,4.5,9295033509,"Moti Jheel, Kanpur",26.473799,80.377105
BD-1043,Ajay Singh,Architect,17.0,3.9,9026221970,"Mandhana, Kanpur",26.448019,80.387601
BD-1044,Rohit Maurya,Structural Engineer,21.0,4.2,9226513139,"Saket Nagar, Kanpur",26.442447,80.281533
BD-1045,Prakash Maurya,HVAC Technician,7.0,4.9,9952949862,"Chunni Ganj, Kanpur",26.391561,80.312783
BD-1046,Prakash Sharma,Construction Laborer,19.0,4.4,9694501570,"Kidwai Nagar, Kanpur",26.478952,80.373492
BD-1047,Sandeep Srivastava,Tiler,11.0,3.9,9724442496,"Bithoor, Kanpur",26.489685,80.267441
BD-1048,Naresh Singh,Civil Engineer,6.0,3.7,9219214517,"Harjinder Nagar, Kanpur",26.48036,80.368647
BD-1049,Ankit Gupta,Tiler,3.0,4.7,9384925046,"Chakeri, Kanpur",26.398215,80.324274
BD-1050,Ajay Pal,Drywaller,16.0,4.4,9573567382,"Darshan Purwa, Kanpur",26.406161,80.301049
BD-1051,Naresh Maurya,Plumber,21.0,4.8,9044530599,"Indira Nagar, Kanpur",26.464936,80.408703
BD-1052,Rohit Singh,Construction Laborer,14.0,3.6,9799425182,"Eldeco Colony, Kanpur",26.410033,80.257803
BD-1053,Vijay Yadav,Drywaller,15.0,4.3,9716050210,"Jawahar Nagar, Kanpur",26.382534,80.311389
BD-1054,Ankit Maurya,Structural Engineer,3.0,4.2,9671447774,"Juhi, Kanpur",26.461214,80.414883
BD-1055,Nikhil Sharma,Electrician,22.0,4.9,9179530216,"Arya Nagar, Kanpur",26.421894,80.419997
BD-1056,Amit Srivastava,Electrician,6.0,4.5,9733840329,"Kalyanpur, Kanpur",26.42299,80.383474
BD-1057,Ravi Tiwari,Tiler,11.0,4.4,9046342219,"Fazal Ganj, Kanpur",26.394092,80.287168
BD-1058,Nikhil Singh,Welder,1.0,4.2,9696479557,"Barra 7, Kanpur",26.481444,80.289902
BD-1059,Naresh Mishra,Welder,19.0,5.0,9288368105,"Barra 8, Kanpur",26.462382,80.286453
BD-1060,Vijay Khan,Flooring Installer,18.0,3.8,9141999395,"Ganga Barrage, Kanpur",26.40124,80.396888
BD-1061,Imran Pal,Handyman,1.0,4.5,9633787946,"Harjinder Nagar, Kanpur",26.457641,80.366569
BD-1062,Vikas Srivastava,Flooring Installer,15.0,3.7,9594497871,"Ashok Nagar, Kanpur",26.401461,80.328886
BD-1063,Sandeep Pal,Welder,9.0,4.8,9473224386,"Nayaganj, Kanpur",26.426534,80.319616
BD-1064,Ravi Pal,Electrician,10.0,4.7,9156326431,"Shastri Nagar, Kanpur",26.493958,80.255173
BD-1065,Ankit Pal,Electrician,13.0,4.2,9860057423,"Saket Nagar, Kanpur",26.446797,80.371012
BD-1066,Imran Yadav,Landscaper,21.0,4.8,9062563808,"G.T. Road, Kanpur",26.385403,80.258372
BD-1067,Ankit Pandey,Carpenter,22.0,3.7,9098200625,"Fazal Ganj, Kanpur",26.468637,80.316334
BD-1068,Naresh Khan,General Contractor,18.0,4.9,9220034008,"Vikas Nagar, Kanpur",26.448167,80.419753
BD-1069,Vikas Verma,Flooring Installer,2.0,4.8,9202700865,"Lajpat Nagar, Kanpur",26.393272,80.26454
BD-1070,Prakash Tiwari,Electrician,21.0,4.1,9216687168,"Mandhana, Kanpur",26.473963,80.297735
BD-1071,Nikhil Srivastava,Mason,4.0,4.4,9715830679,"Nayaganj, Kanpur",26.390249,80.266936
BD-1072,Amit Maurya,Handyman,4.0,4.8,9916489302,"Shastri Nagar, Kanpur",26.425395,80.383836
BD-1073,Imran Tiwari,HVAC Technician,19.0,4.1,9447348841,"Shyam Nagar, Kanpur",26.400182,80.354221
BD-1074,Rohit Verma,Painter,12.0,4.0,9655956825,"Nawabganj, Kanpur",26.398184,80.393666
BD-1075,Prakash Verma,Electrician,17.0,4.7,9586069760,"Jajmau, Kanpur",26.503297,80.374873
BD-1076,Sandeep Verma,General Contractor,11.0,3.8,9378910553,"Jajmau, Kanpur",26.387549,80.270284
BD-1077,Manoj Pal,Flooring Installer,10.0,4.3,9698121743,"Chakeri, Kanpur",26.486298,80.317323
BD-1078,Gaurav Gupta,HVAC Technician,2.0,4.4,9353850090,"Mandhana, Kanpur",26.425028,80.350192
BD-1079,Ajay Pandey,Flooring Installer,4.0,4.3,9199469522,"Naubasta, Kanpur",26.441432,80.389687
BD-1080,Salman Singh,Carpenter,11.0,5.0,9775318144,"Barra 4, Kanpur",26.508116,80.397869
BD-1081,Naresh Gupta,HVAC Technician,21.0,4.0,9400030296,"Becon Ganj, Kanpur",26.39167,80.303517
BD-1082,Rahul Mishra,Carpenter,18.0,4.7,9665957053,"Mall Road, Kanpur",26.401705,80.275635
BD-1083,Vikas Tripathi,Landscaper,13.0,4.0,9563177813,"Barra 8, Kanpur",26.468777,80.30035
BD-1084,Imran Gupta,Plumber,15.0,4.9,9830984929,"Dada Nagar, Kanpur",26.449639,80.325373
BD-1085,Prakash Pandey,HVAC Technician,16.0,3.8,9070384939,"Chakeri, Kanpur",26.481116,80.419358
BD-1086,Salman Srivastava,Carpenter,8.0,4.5,9949906183,"Yashoda Nagar, Kanpur",26.45041,80.399494
BD-1087,Vikas Tiwari,Painter,4.0,3.7,9249943948,"Barra 3, Kanpur",26.425874,80.413559
BD-1088,Naresh Gupta,Drywaller,10.0,4.9,9365860669,"Chakeri, Kanpur",26.516977,80.390637
BD-1089,Ajay Srivastava,Architect,7.0,3.6,9680107164,"Ashok Nagar, Kanpur",26.42867,80.280325
BD-1090,Arjun Sharma,Structural Engineer,19.0,4.6,9153606218,"Sarvodaya Nagar, Kanpur",26.461897,80.402914
BD-1091,Ajay Pandey,Structural Engineer,4.0,4.0,9117218163,"Dada Nagar, Kanpur",26.432476,80.352344
BD-1092,Vikas Verma,Glazier,4.0,4.0,9022873975,"Lal Bangla, Kanpur",26.491541,80.411138
BD-1093,Amit Mishra,Drywaller,15.0,4.3,9024293635,"General Ganj, Kanpur",26.46535,80.269293
BD-1094,Gaurav Tripathi,Electrician,19.0,4.8,9958715358,"Moti Jheel, Kanpur",26.48662,80.338652
BD-1095,Ankit Srivastava,Construction Laborer,10.0,4.0,9809288172,"Darshan Purwa, Kanpur",26.441362,80.306468
BD-1096,Gaurav Yadav,Mason,9.0,3.8,9144263484,"Shastri Nagar, Kanpur",26.454806,80.332895
BD-1097,Ankit Yadav,Mason,19.0,3.9,9380966441,"Lajpat Nagar, Kanpur",26.404727,80.412139
BD-1098,Vijay Sharma,Landscaper,9.0,4.3,9141970740,"Harsh Nagar, Kanpur",26.393938,80.376969
BD-1099,Amit Mishra,Handyman,14.0,4.9,9498429568,"Fazal Ganj, Kanpur",26.438224,80.35685
BD-1100,Arjun Singh,Landscaper,4.0,4.7,9521513137,"Kalpi Road, Kanpur",26.435779,80.380352
BD-1101,Deepak Singh,Electrician,22.0,4.8,9516781746,"Lal Bangla, Kanpur",26.496851,80.38084
BD-1102,Ankit Tiwari,Structural Engineer,6.0,5.0,9384404928,"Barra 2, Kanpur",26.431713,80.415461
BD-1103,Naresh Srivastava,Construction Laborer,1.0,3.6,9444277607,"Kalyanpur, Kanpur",26.401886,80.255346
BD-1104,Gaurav Pandey,Handyman,5.0,4.2,9575173671,"Darshan Purwa, Kanpur",26.409578,80.344357
BD-1105,Arjun Srivastava,Drywaller,12.0,3.7,9496438962,"Juhi, Kanpur",26.389299,80.380124
BD-1106,Vijay Tiwari,HVAC Technician,10.0,3.8,9771628347,"Panki, Kanpur",26.413,80.390927
BD-1107,Vijay Maurya,Roofer,4.0,4.3,9708943350,"Ganga Barrage, Kanpur",26.443505,80.322072
BD-1108,Gaurav Sharma,Construction Laborer,18.0,4.2,9789681435,"Shyam Nagar, Kanpur",26.455242,80.349944
BD-1109,Nikhil Srivastava,HVAC Technician,18.0,4.2,9707464835,"Tilak Nagar, Kanpur",26.406097,80.364903
BD-1110,Rahul Tripathi,Construction Laborer,15.0,4.5,9227257902,"Swaroop Nagar, Kanpur",26.504931,80.365123
BD-1111,Naresh Sharma,Construction Laborer,15.0,3.9,9070334285,"Jajmau, Kanpur",26.42102,80.392248
BD-1112,Gaurav Pandey,Carpenter,9.0,3.7,9509951144,"Vikas Nagar, Kanpur",26.479422,80.297249
BD-1113,Naresh Pal,Architect,11.0,3.7,9667641530,"Barra 6, Kanpur",26.466001,80.334881
BD-1114,Amit Srivastava,HVAC Technician,11.0,4.8,9238543087,"Eldeco Colony, Kanpur",26.451857,80.296185
BD-1115,Salman Mishra,Electrician,21.0,4.8,9257365461,"Barra 2, Kanpur",26.458017,80.297115
BD-1116,Ankit Khan,Architect,1.0,3.7,9484226046,"Pandu Nagar, Kanpur",26.498181,80.25303
BD-1117,Salman Singh,Plumber,13.0,4.9,9433128640,"Nawabganj, Kanpur",26.402315,80.258191
BD-1118,Salman Gupta,Roofer,22.0,4.4,9116095366,"Naubasta, Kanpur",26.428982,80.378219
BD-1119,Prakash Yadav,Welder,11.0,4.5,9413527179,"Mandhana, Kanpur",26.51171,80.35185
BD-1120,Arjun Mishra,Plumber,18.0,4.7,9822041422,"Indira Nagar, Kanpur",26.49205,80.370375
BD-1121,Vijay Yadav,Painter,17.0,4.8,9925124929,"Ratan Lal Nagar, Kanpur",26.406376,80.364534
BD-1122,Ravi Verma,General Contractor,15.0,4.2,9390846839,"Panki, Kanpur",26.495456,80.407844
BD-1123,Manoj Tiwari,HVAC Technician,7.0,4.5,9747719569,"Azad Nagar, Kanpur",26.413591,80.360899
BD-1124,Rohit Gupta,Structural Engineer,16.0,4.4,9166034332,"Vishnupuri, Kanpur",26.470751,80.357169
BD-1125,Nikhil Maurya,Welder,16.0,4.8,9797145933,"Pandu Nagar, Kanpur",26.484524,80.316243
BD-1126,Vijay Tiwari,Landscaper,19.0,4.6,9010747463,"Chakeri, Kanpur",26.516737,80.281688
BD-1127,Vikas Tripathi,General Contractor,4.0,4.3,9406917685,"Shyam Nagar, Kanpur",26.490983,80.344375
BD-1128,Vikas Singh,Painter,3.0,3.7,9704650561,"Vikas Nagar, Kanpur",26.50699,80.333486
BD-1129,Vikas Pandey,Tiler,19.0,4.1,9439324410,"Jajmau, Kanpur",26.489805,80.406972
BD-1130,Rahul Tiwari,Electrician,10.0,4.0,9395004714,"Lal Bangla, Kanpur",26.418762,80.313883
BD-1131,Arjun Tiwari,Structural Engineer,12.0,3.7,9057247604,"Armapur Estate, Kanpur",26.473424,80.317916
BD-1132,Sandeep Maurya,Construction Laborer,13.0,4.2,9471178506,"Sarvodaya Nagar, Kanpur",26.403432,80.309476
BD-1133,Ravi Gupta,Handyman,6.0,4.7,9006457215,"Fazal Ganj, Kanpur",26.50942,80.326207
BD-1134,Nikhil Gupta,Mason,13.0,4.4,9678866171,"Tilak Nagar, Kanpur",26.388751,80.306338
BD-1135,Rahul Sharma,Painter,21.0,3.9,9893873849,"Ashok Nagar, Kanpur",26.473201,80.377133
BD-1136,Manoj Pal,Landscaper,18.0,3.9,9656573380,"Nawabganj, Kanpur",26.497627,80.398706
BD-1137,Ankit Tiwari,Painter,20.0,4.8,9068491007,"Harjinder Nagar, Kanpur",26.474678,80.329448
BD-1138,Gaurav Tripathi,Construction Laborer,3.0,3.9,9185062793,"Shastri Nagar, Kanpur",26.407197,80.280945
BD-1139,Ajay Gupta,Landscaper,8.0,4.1,9268555813,"Bithoor, Kanpur",26.482178,80.344679
BD-1140,Nikhil Pandey,Civil Engineer,20.0,3.7,9974001621,"Eldeco Colony, Kanpur",26.406092,80.392259
BD-1141,Naresh Verma,Landscaper,3.0,3.7,9575716127,"Ratan Lal Nagar, Kanpur",26.451127,80.382176
BD-1142,Rohit Tiwari,HVAC Technician,10.0,4.2,9653111847,"Jawahar Nagar, Kanpur",26.455249,80.262472
BD-1143,Rohit Pal,Architect,18.0,4.9,9238536705,"Juhi, Kanpur",26.415681,80.368192
BD-1144,Nikhil Verma,Drywaller,20.0,4.7,9102649356,"Tilak Nagar, Kanpur",26.5,80.323852
BD-1145,Deepak Tripathi,Architect,9.0,4.9,9344505339,"Jawahar Nagar, Kanpur",26.506712,80.322292
BD-1146,Deepak Maurya,Tiler,20.0,4.5,9233233788,"Azad Nagar, Kanpur",26.435049,80.407179
BD-1147,Ankit Verma,Drywaller,1.0,4.2,9903326105,"Tilak Nagar, Kanpur",26.412849,80.400342
BD-1148,Arjun Mishra,Structural Engineer,11.0,4.8,9483390745,"Juhi, Kanpur",26.514247,80.31545
BD-1149,Deepak Gupta,Electrician,8.0,4.7,9608749392,"Yashoda Nagar, Kanpur",26.400175,80.402021
BD-1150,Nikhil Sharma,Flooring Installer,1.0,4.8,9647203037,"Becon Ganj, Kanpur",26.417935,80.260959
BD-1151,Prakash Gupta,Flooring Installer,13.0,5.0,9771355545,"Fazal Ganj, Kanpur",26.394236,80.26376
BD-1152,Manoj Singh,Welder,14.0,3.9,9665256570,"Barra 3, Kanpur",26.447718,80.415618
BD-1153,Naresh Mishra,Roofer,6.0,4.9,9183489476,"Lal Bangla, Kanpur",26.485667,80.338204
BD-1154,Nikhil Sharma,Electrician,14.0,4.6,9879616371,"Moti Jheel, Kanpur",26.430384,80.365689
BD-1155,Amit Tiwari,Drywaller,14.0,4.5,9075037811,"Azad Nagar, Kanpur",26.405122,80.277626
BD-1156,Nikhil Singh,Architect,2.0,4.2,9486178968,"Barra 7, Kanpur",26.495503,80.344409
BD-1157,Gaurav Pandey,Welder,18.0,4.4,9262200150,"Arya Nagar, Kanpur",26.447549,80.293982
BD-1158,Ankit Gupta,Drywaller,7.0,3.7,9432338834,"Jajmau, Kanpur",26.5132,80.3433
BD-1159,Nikhil Pandey,Handyman,14.0,3.6,9120616427,"Nawabganj, Kanpur",26.447331,80.327985
BD-1160,Vijay Pal,Tiler,19.0,4.0,9788748871,"Mall Road, Kanpur",26.398568,80.275962
BD-1161,Rahul Khan,Flooring Installer,14.0,3.7,9161680128,"Barra 4, Kanpur",26.447681,80.27313
BD-1162,Rahul Pal,Electrician,7.0,4.1,9116441662,"Kidwai Nagar, Kanpur",26.395635,80.400188
BD-1163,Rahul Mishra,Electrician,15.0,4.7,9563915451,"Birhana Road, Kanpur",26.479628,80.258292
BD-1164,Deepak Sharma,Structural Engineer,4.0,4.3,9455199915,"Barra 8, Kanpur",26.408148,80.374624
BD-1165,Ankit Tiwari,Welder,11.0,3.8,9549153850,"Bithoor, Kanpur",26.40529,80.297066
BD-1166,Gaurav Yadav,Carpenter,2.0,4.3,9626688842,"Barra 4, Kanpur",26.406521,80.268653
BD-1167,Ajay Verma,Welder,9.0,4.3,9712071564,"Kalpi Road, Kanpur",26.396506,80.269995
BD-1168,Imran Yadav,Electrician,18.0,3.9,9845684131,"Ratan Lal Nagar, Kanpur",26.386679,80.408527
BD-1169,Ankit Verma,Drywaller,4.0,4.0,9259918741,"Ashok Nagar, Kanpur",26.38893,80.277494
BD-1170,Gaurav Pal,Mason,15.0,3.9,9081023306,"Sarvodaya Nagar, Kanpur",26.459555,80.302975
BD-1171,Sandeep Pandey,Mason,7.0,4.9,9135145055,"Eldeco Colony, Kanpur",26.477506,80.345006
BD-1172,Vijay Khan,Handyman,4.0,4.8,9166881230,"Kalyanpur, Kanpur",26.504229,80.377176
BD-1173,Vikas Singh,Tiler,22.0,3.6,9458384315,"Barra 5, Kanpur",26.391543,80.407929
BD-1174,Nikhil Singh,Glazier,21.0,3.9,9512852737,"General Ganj, Kanpur",26.454624,80.262582
BD-1175,Ajay Pal,Glazier,14.0,3.9,9730888900,"Eldeco Colony, Kanpur",26.418107,80.325927
BD-1176,Amit Srivastava,Drywaller,13.0,4.2,9207171349,"Sarvodaya Nagar, Kanpur",26.504066,80.367368
BD-1177,Arjun Singh,Painter,6.0,4.2,9036078264,"Barra 1, Kanpur",26.469858,80.369149
BD-1178,Sandeep Khan,Glazier,18.0,4.9,9722943713,"Bithoor, Kanpur",26.386782,80.398338
BD-1179,Ravi Pal,General Contractor,13.0,4.3,9771265903,"Lajpat Nagar, Kanpur",26.474689,80.396281
BD-1180,Salman Mishra,Architect,22.0,4.6,9960872148,"Harsh Nagar, Kanpur",26.389267,80.321894
BD-1181,Salman Sharma,Mason,18.0,4.7,9771116426,"Arya Nagar, Kanpur",26.470998,80.267947
BD-1182,Salman Khan,Carpenter,19.0,4.7,9128227294,"Kakadeo, Kanpur",26.431613,80.332507
BD-1183,Vikas Mishra,Electrician,6.0,4.3,9136146369,"Ratan Lal Nagar, Kanpur",26.424331,80.349407
BD-1184,Imran Pal,Construction Laborer,18.0,4.8,9934912871,"Moti Jheel, Kanpur",26.49053,80.268808
BD-1185,Prakash Mishra,Construction Laborer,18.0,4.6,9000764000,"Swaroop Nagar, Kanpur",26.453292,80.342458
BD-1186,Prakash Singh,Mason,10.0,4.9,9250376621,"Saket Nagar, Kanpur",26.462146,80.264767
BD-1187,Rahul Srivastava,Flooring Installer,5.0,4.2,9068870781,"Bithoor, Kanpur",26.425199,80.360118
BD-1188,Amit Verma,Roofer,4.0,4.5,9645134974,"Bhauti, Kanpur",26.496741,80.369223
BD-1189,Rohit Mishra,Drywaller,3.0,4.3,9816557712,"Chakeri, Kanpur",26.474292,80.333245
BD-1190,Deepak Sharma,HVAC Technician,16.0,4.8,9239642346,"Kidwai Nagar, Kanpur",26.510774,80.267511
BD-1191,Imran Tiwari,Construction Laborer,14.0,4.2,9207684017,"Kalpi Road, Kanpur",26.418675,80.418068
BD-1192,Gaurav Srivastava,Roofer,11.0,3.9,9798937020,"Harjinder Nagar, Kanpur",26.454407,80.376457
BD-1193,Naresh Pal,Landscaper,9.0,3.9,9032617674,"Arya Nagar, Kanpur",26.515984,80.366151
BD-1194,Vijay Verma,Carpenter,4.0,4.1,9534645972,"Mandhana, Kanpur",26.457014,80.32713
BD-1195,Imran Pal,Electrician,11.0,4.6,9731608153,"General Ganj, Kanpur",26.483048,80.413352
BD-1196,Arjun Srivastava,Civil Engineer,4.0,4.0,9482525666,"Bithoor, Kanpur",26.483662,80.266033
BD-1197,Arjun Mishra,Handyman,4.0,4.3,9433150872,"Mall Road, Kanpur",26.514278,80.311521
BD-1198,Rohit Pal,Landscaper,15.0,3.7,9606472243,"Mall Road, Kanpur",26.381176,80.406935
BD-1199,Vikas Pandey,Mason,13.0,4.8,9697850580,"Jawahar Nagar, Kanpur",26.480711,80.263463
BD-1200,Rohit Tripathi,Roofer,19.0,3.8,9535468514,"Sarvodaya Nagar, Kanpur",26.486679,80.310436
BD-1201,Rohit Maurya,Roofer,15.0,4.7,9656514319,"Naubasta, Kanpur",26.444941,80.343696
BD-1202,Ajay Verma,Architect,19.0,4.1,9645975714,"Govind Nagar, Kanpur",26.40085,80.349599
BD-1203,Nikhil Singh,Carpenter,14.0,3.7,9593584165,"Barra 5, Kanpur",26.487337,80.329486
BD-1204,Vijay Maurya,HVAC Technician,17.0,4.0,9582676341,"Sarvodaya Nagar, Kanpur",26.456886,80.349414
BD-1205,Manoj Pandey,Painter,6.0,4.9,9740615040,"Swaroop Nagar, Kanpur",26.414922,80.251483
BD-1206,Nikhil Maurya,Electrician,21.0,3.6,9634124563,"Chunni Ganj, Kanpur",26.49366,80.413834
BD-1207,Naresh Sharma,HVAC Technician,20.0,3.6,9045326134,"Barra 5, Kanpur",26.402872,80.283217
BD-1208,Ankit Maurya,Handyman,1.0,4.7,9983372772,"Shyam Nagar, Kanpur",26.516938,80.391209
BD-1209,Deepak Gupta,Carpenter,5.0,3.9,9724315628,"Vishnupuri, Kanpur",26.437815,80.363332
BD-1210,Rahul Verma,HVAC Technician,1.0,4.7,9897558190,"Lal Bangla, Kanpur",26.510677,80.377328
BD-1211,Gaurav Tiwari,General Contractor,18.0,4.5,9801386181,"Bithoor, Kanpur",26.44142,80.363644
BD-1212,Ajay Sharma,Landscaper,18.0,3.9,9543265342,"Barra 4, Kanpur",26.516802,80.389407
BD-1213,Manoj Singh,Painter,11.0,4.6,9634481964,"Fazal Ganj, Kanpur",26.443668,80.268109
BD-1214,Rahul Yadav,Painter,20.0,5.0,9814727153,"Mandhana, Kanpur",26.501741,80.387093
BD-1215,Ravi Pandey,Plumber,21.0,4.0,9847435820,"Birhana Road, Kanpur",26.421911,80.333089
BD-1216,Arjun Khan,Tiler,4.0,4.3,9326816077,"Nawabganj, Kanpur",26.392371,80.375082
BD-1217,Deepak Tripathi,Carpenter,13.0,4.0,9527551699,"Fazal Ganj, Kanpur",26.496394,80.365727
BD-1218,Deepak Yadav,Carpenter,3.0,3.7,9017448971,"Sarvodaya Nagar, Kanpur",26.48613,80.383375
BD-1219,Prakash Tiwari,Handyman,1.0,4.9,9373935561,"Pandu Nagar, Kanpur",26.490255,80.342566
BD-1220,Deepak Srivastava,Carpenter,10.0,3.9,9041809450,"G.T. Road, Kanpur",26.43737,80.372788
BD-1221,Vijay Yadav,Welder,17.0,4.3,9043541128,"Jawahar Nagar, Kanpur",26.401439,80.408005
BD-1222,Imran Khan,Mason,1.0,4.6,9056387929,"Barra 4, Kanpur",26.403325,80.376478
BD-1223,Manoj Pal,General Contractor,19.0,4.2,9026757392,"Mandhana, Kanpur",26.518918,80.313282
BD-1224,Sandeep Singh,Welder,2.0,4.3,9862488944,"Naubasta, Kanpur",26.437873,80.405072
BD-1225,Prakash Gupta,Glazier,20.0,4.3,9344021953,"Harjinder Nagar, Kanpur",26.483235,80.300943
BD-1226,Prakash Gupta,HVAC Technician,22.0,4.5,9727448244,"Moti Jheel, Kanpur",26.417118,80.28049
BD-1227,Nikhil Gupta,Handyman,16.0,3.6,9418153905,"Barra 5, Kanpur",26.457563,80.373584
BD-1228,Arjun Yadav,Electrician,1.0,4.6,9938574134,"Barra 6, Kanpur",26.478468,80.401587
BD-1229,Gaurav Pandey,Flooring Installer,2.0,4.0,9778762601,"Saket Nagar, Kanpur",26.495071,80.311198
BD-1230,Ravi Yadav,Roofer,6.0,4.0,9243426034,"Kakadeo, Kanpur",26.466218,80.336233
BD-1231,Vikas Gupta,Tiler,18.0,4.4,9102041850,"Kalyanpur, Kanpur",26.410478,80.330198
BD-1232,Vijay Sharma,Civil Engineer,21.0,3.6,9417776737,"Sarvodaya Nagar, Kanpur",26.398874,80.260457
BD-1233,Amit Mishra,HVAC Technician,19.0,4.4,9960015720,"Armapur Estate, Kanpur",26.492077,80.283726
BD-1234,Salman Tripathi,Structural Engineer,8.0,4.7,9152559850,"Vishnupuri, Kanpur",26.470639,80.280619
BD-1235,Manoj Tripathi,Flooring Installer,7.0,3.6,9557899876,"Birhana Road, Kanpur",26.473925,80.256433
BD-1236,Ravi Maurya,Welder,20.0,4.3,9869256179,"Indira Nagar, Kanpur",26.44449,80.320511
BD-1237,Rohit Verma,Drywaller,20.0,3.7,9470007231,"Bhauti, Kanpur",26.420121,80.369315
BD-1238,Amit Pal,HVAC Technician,7.0,3.7,9516439827,"Lajpat Nagar, Kanpur",26.507828,80.327661
BD-1239,Sandeep Gupta,Tiler,8.0,4.3,9122160921,"Chakeri, Kanpur",26.509515,80.264428
BD-1240,Rahul Verma,Landscaper,19.0,4.0,9572017411,"Dada Nagar, Kanpur",26.413543,80.262674
BD-1241,Vikas Pandey,Architect,9.0,4.7,9974633940,"Lajpat Nagar, Kanpur",26.454944,80.387225
BD-1242,Naresh Pal,Flooring Installer,12.0,3.7,9066757044,"Civil Lines, Kanpur",26.401705,80.411393
